<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^_HU,D,20200727,000000,2132.29,2144.52,2129.02,2144.23,4384864,0
^_PL,D,20200727,000000,791.44,804.45,791.44,804.45,142522847,0
^_PL20,D,20200727,000000,705.12,710.76,700.44,709.81,29218047,0
^_PLNC,D,20200727,000000,924.83,947.46,923.89,947.46,71610006,0
^_PLWS,D,20200727,000000,687.9,694.39,687.9,694.39,70912841,0
^_US,D,20200727,000000,796.41,801.44,796.41,798.69,4036939263,0
^_USNM,D,20200727,000000,641.77,644.79,640.67,640.72,259802973,0
^_USNQ,D,20200727,000000,709.56,715.12,709.49,711.4,1927901723,0
^_USNS,D,20200727,000000,797.61,801.35,796.9,799.94,1849234567,0
^AEX,D,20200727,000000,561.6,566.73,560.19,564.37,0,0
^AOR,D,20200727,000000,6143.3,6170.9,6138.9,6169.6,0,0
^ATH,D,20200727,000000,638.09,641.78,626.05,626.08,0,0
^BEL20,D,20200727,000000,3419.5,3425.11,3398.17,3407.46,0,0
^BET,D,20200727,000000,8551.29,8595.37,8537.21,8575.19,0,0
^BUX,D,20200727,000000,35109,35267,34895,34979,2182145,0
^BVP,D,20200727,000000,102380.85,104445.38,102380.55,104031.35,0,0
^CAC,D,20200727,000000,4944.3,4957.77,4923.19,4939.62,0,0
^CDAX,D,20200727,000000,1194.01,1203.37,1194,1198.79,0,0
^DAX,D,20200727,000000,12865.75,12907.36,12811.59,12838.66,0,0
^DJC,D,20200727,000000,8632.34,8676.77,8616.19,8651.62,356458689,0
^DJI,D,20200727,000000,26447.67,26625.46,26426.92,26542.18,154480750,0
^FMIB,D,20200727,000000,20034.4,20162.45,19914.7,20019.96,0,0
^FTM,D,20200727,000000,17265.58,17281.84,17139.43,17157.94,0,0
^HEX,D,20200727,000000,9666.91,9710.57,9630.7,9636.17,0,0
^HSI,D,20200727,000000,24909.96,24966.02,24528.31,24603.26,0,0
^IBEX,D,20200727,000000,7268,7268,7141.3,7170.6,232707550,0
^ICEX,D,20200727,000000,1537.22,1562.77,1537.15,1562.77,0,0
^IPC,D,20200727,000000,37357.46,37537.08,37234.39,37537.08,0,0
^IPSA,D,20200727,000000,4014.8777,4063.6,4014.8777,4061.13,0,0
^JCI,D,20200727,000000,5094.692,5116.666,5080.416,5116.666,0,0
^KLCI,D,20200727,000000,1594.76,1595,1585.24,1591.48,0,0
^KOSPI,D,20200727,000000,2203.48,2231.25,2203.48,2218.38,881148000,0
^MDAX,D,20200727,000000,26628.33,26715.22,26489.44,26612.95,0,0
^MOEX,D,20200727,000000,2869.69,2896.08,2869.69,2884.88,0,0
^MRV,D,20200727,000000,48605.06,50028.65,48605.06,49558.45,0,0
^MT30,D,20200727,000000,1010.81,1016.25,1010.81,1014.76,0,0
^NDQ,D,20200727,000000,10423.389,10507.373,10399.899,10478.641,1887653222,0
^NDX,D,20200727,000000,10547.107,10643.443,10529.099,10613.011,272562626,0
^NKX,D,20200727,000000,22495.95,22740.96,22430.61,22715.85,0,0
^NOMUC,D,20200727,000000,8120.52,8149.72,8071.55,8083.66,131569,0
^NZ50,D,20200727,000000,11601.8,11632.5,11570.61,11585.62,0,0
^OMXR,D,20200727,000000,1061.5,1061.5,1054.89,1058.04,0,0
^OMXS,D,20200727,000000,1746.3,1762.89,1745.87,1760.31,0,0
^OMXT,D,20200727,000000,1240.64,1242.07,1230.72,1232.97,0,0
^OMXV,D,20200727,000000,758.36,769.11,757.71,769.11,0,0
^OSEAX,D,20200727,000000,921.43,925.84,914.38,919.29,0,0
^PSEI,D,20200727,000000,5985.24,5985.24,5858.28,5860.94,0,0
^PSI20,D,20200727,000000,4481.87,4487.63,4445.9,4452.41,0,0
^PX,D,20200727,000000,916.9,920.5,912.26,914.02,0,0
^RTS,D,20200727,000000,1260.32,1276.32,1260.32,1266.16,0,0
^SAX,D,20200727,000000,331.9,331.9,328.42,331.38,0,0
^SDXP,D,20200727,000000,12165.03,12169.95,12069.51,12069.51,0,0
^SHBS,D,20200727,000000,233.214,234.937,231.783,232.579,24344500,0
^SHC,D,20200727,000000,3210.386,3221.984,3174.658,3205.226,29931902100,0
^SMI,D,20200727,000000,10174.72,10297.23,10174.72,10272.34,0,0
^SNX,D,20200727,000000,38275.34,38275.34,37774.21,37920.34,0,0
^SOFIX,D,20200727,000000,440.18,441.78,439.8,439.8,0,0
^SPX,D,20200727,000000,3219.84,3237,3214.25,3232.23,1006846336,0
^STI,D,20200727,000000,2589.95,2598.68,2570.86,2575.79,0,0
^TASI,D,20200727,000000,7428.7,7463.16,7423.95,7455.74,186586789,0
^TDXP,D,20200727,000000,3051.2,3076.33,3043.81,3066.8,0,0
^TSX,D,20200727,000000,16076.33,16128.75,16012.72,16105.48,0,0
^TWSE,D,20200727,000000,12618.69,12685.66,12587.73,12588.3,0,0
^UKX,D,20200727,000000,6127.2,6127.2,6087,6104.9,0,0
^UX,D,20200727,000000,1300.42,1310.34,1300.42,1310.34,0,0
^XU100,D,20200727,000000,1199.23,1203.26,1194.37,1195.67,0,0
ABBC.V,D,20200727,000000,0.1893,0.197,0.1228,0.1959,0,0
ADA.V,D,20200727,000000,0.1486,0.1499,0.131,0.1351,0,0
AE.V,D,20200727,000000,0.1691,0.1756,0.1568,0.1593,0,0
AION.V,D,20200727,000000,0.1092,0.1099,0.09527,0.09892,0,0
ALGO.V,D,20200727,000000,0.3147,0.3248,0.2702,0.2799,0,0
AMPL.V,D,20200727,000000,2.839,2.96,1.86,2.058,0,0
ANT.V,D,20200727,000000,2.196,2.341,1.977,2.003,0,0
AOA.V,D,20200727,000000,0.001348,0.00146,0.001348,0.001441,0,0
ARDR.V,D,20200727,000000,0.05587,0.06042,0.04696,0.0513,0,0
ATOM.V,D,20200727,000000,3.847,3.928,3.314,3.503,0,0
BAND.V,D,20200727,000000,3.809,3.864,2.998,3.271,0,0
BAT.V,D,20200727,000000,0.2542,0.2573,0.2303,0.2375,0,0
BCD.V,D,20200727,000000,0.8601,0.8692,0.8133,0.8201,0,0
BCH.V,D,20200727,000000,247.09,264.81,247.09,263.73,0,0
BCN.V,D,20200727,000000,0.0002269,0.0002423,0.000198,0.0002414,0,0
BHT.V,D,20200727,000000,0.1341,0.1363,0.1311,0.1328,0,0
BNB.V,D,20200727,000000,19.52,19.75,18.5,19.09,0,0
BNT.V,D,20200727,000000,1.383,1.486,1.285,1.354,0,0
BSV.V,D,20200727,000000,189.34,210.32,189.34,206.35,0,0
BTC.V,D,20200727,000000,9889.27,10940.56,9889.27,10799.15,0,0
BTG.V,D,20200727,000000,9.41,9.92,9.165,9.505,0,0
BTM.V,D,20200727,000000,0.08811,0.09599,0.08705,0.0932,0,0
BTS.V,D,20200727,000000,0.02512,0.026,0.02418,0.02484,0,0
BTT.V,D,20200727,000000,0.0003956,0.0004244,0.0003188,0.000324,0,0
BUSD.V,D,20200727,000000,1.001,1.006,0.9893,1.001,0,0
CEL.V,D,20200727,000000,0.4135,0.4374,0.4074,0.432,0,0
CHSB.V,D,20200727,000000,0.1085,0.1128,0.105,0.1097,0,0
CHZ.V,D,20200727,000000,0.01177,0.01207,0.01075,0.01188,0,0
CKB.V,D,20200727,000000,0.005736,0.005894,0.005371,0.005508,0,0
COMP.V,D,20200727,000000,156.32,158.55,123.39,137.29,0,0
CRO.V,D,20200727,000000,0.1536,0.1649,0.1535,0.1626,0,0
CRPT.V,D,20200727,000000,0.3287,0.3335,0.3016,0.3113,0,0
CVT.V,D,20200727,000000,0.03788,0.03867,0.03683,0.03737,0,0
DAI.V,D,20200727,000000,1.011,1.019,1.008,1.013,0,0
DASH.V,D,20200727,000000,74.96,77.25,73.49,77.13,0,0
DATA.V,D,20200727,000000,0.05063,0.05187,0.04748,0.04816,0,0
DCR.V,D,20200727,000000,14.89,15.32,14.37,14.6,0,0
DGB.V,D,20200727,000000,0.02424,0.026,0.02252,0.02304,0,0
DGD.V,D,20200727,000000,59.89,63.56,59.82,62.16,0,0
DGTX.V,D,20200727,000000,0.1029,0.1128,0.1022,0.105,0,0
DIVI.V,D,20200727,000000,0.05884,0.06674,0.05618,0.06587,0,0
DOGE.V,D,20200727,000000,0.003259,0.003297,0.003026,0.003107,0,0
DX.V,D,20200727,000000,0.002769,0.003005,0.002747,0.002808,0,0
ELF.V,D,20200727,000000,0.104,0.1046,0.09588,0.09741,0,0
ENJ.V,D,20200727,000000,0.18,0.1803,0.1619,0.1635,0,0
EOS.V,D,20200727,000000,2.71,2.808,2.65,2.763,0,0
ERD.V,D,20200727,000000,0.02324,0.0296,0.0209,0.02311,0,0
ETC.V,D,20200727,000000,6.625,7.342,6.615,7.176,0,0
ETH.V,D,20200727,000000,310.79,329.67,310.24,321.9,0,0
ETN.V,D,20200727,000000,0.005736,0.005867,0.005353,0.005616,0,0
EURS.V,D,20200727,000000,1.16,1.191,1.137,1.187,0,0
FTT.V,D,20200727,000000,3.102,3.448,3.102,3.338,0,0
FXC.V,D,20200727,000000,0.004012,0.004991,0.003717,0.003827,0,0
GNT.V,D,20200727,000000,0.06023,0.06116,0.05432,0.05562,0,0
HBAR.V,D,20200727,000000,0.04153,0.04202,0.03909,0.03999,0,0
HC.V,D,20200727,000000,1.384,1.397,1.281,1.311,0,0
HEDG.V,D,20200727,000000,1.402,1.558,1.402,1.539,0,0
HIVE.V,D,20200727,000000,0.2155,0.2463,0.2106,0.2181,0,0
HOT.V,D,20200727,000000,0.0068,0.007686,0.0061,0.007518,0,0
HT.V,D,20200727,000000,4.295,4.443,4.292,4.423,0,0
HUSD.V,D,20200727,000000,1,1.007,0.9926,1,0,0
HYN.V,D,20200727,000000,0.7126,0.7379,0.6949,0.7278,0,0
ICX.V,D,20200727,000000,0.3869,0.3892,0.3494,0.3701,0,0
IOST.V,D,20200727,000000,0.006032,0.006074,0.005161,0.005292,0,0
KAVA.V,D,20200727,000000,2.292,2.488,1.931,1.994,0,0
KCS.V,D,20200727,000000,0.8877,0.9096,0.8642,0.8776,0,0
KMD.V,D,20200727,000000,0.6605,0.6646,0.589,0.5924,0,0
KNC.V,D,20200727,000000,1.497,1.539,1.261,1.329,0,0
LEND.V,D,20200727,000000,0.2763,0.2783,0.2221,0.2324,0,0
LEO.V,D,20200727,000000,1.218,1.253,1.204,1.242,0,0
LINK.V,D,20200727,000000,7.444,7.599,6.544,6.787,0,0
LRC.V,D,20200727,000000,0.1107,0.111,0.09322,0.09685,0,0
LSK.V,D,20200727,000000,1.268,1.278,1.118,1.215,0,0
LTC.V,D,20200727,000000,48.07,49.62,47.01,49.17,0,0
LUNA.V,D,20200727,000000,0.4233,0.4434,0.3733,0.3918,0,0
MAID.V,D,20200727,000000,0.1,0.1334,0.09965,0.1138,0,0
MANA.V,D,20200727,000000,0.04401,0.04495,0.03858,0.03984,0,0
MATIC.V,D,20200727,000000,0.02077,0.02104,0.01791,0.0189,0,0
MCO.V,D,20200727,000000,3.994,4.108,3.933,4.06,0,0
MIOTA.V,D,20200727,000000,0.2694,0.2737,0.2547,0.2608,0,0
MKR.V,D,20200727,000000,517.01,531.86,501.51,504.84,0,0
MONA.V,D,20200727,000000,1.839,1.932,1.835,1.88,0,0
NANO.V,D,20200727,000000,0.9555,0.9648,0.8986,0.9076,0,0
NEO.V,D,20200727,000000,11.53,11.86,10.86,11.19,0,0
NEXO.V,D,20200727,000000,0.2271,0.2288,0.2097,0.2189,0,0
NIM.V,D,20200727,000000,0.005835,0.006016,0.005248,0.005399,0,0
NMR.V,D,20200727,000000,19.76,21.2,19.58,21.13,0,0
NRG.V,D,20200727,000000,2.161,2.242,1.835,1.946,0,0
NULS.V,D,20200727,000000,0.4584,0.4963,0.412,0.4243,0,0
OKB.V,D,20200727,000000,5.672,5.822,5.587,5.682,0,0
OMG.V,D,20200727,000000,1.628,1.631,1.479,1.521,0,0
ONT.V,D,20200727,000000,0.7055,0.7138,0.6474,0.6749,0,0
PAX.V,D,20200727,000000,1,1.008,0.9877,0.9978,0,0
PAXG.V,D,20200727,000000,1894.83,2172.49,1894.83,1945.56,0,0
QNT.V,D,20200727,000000,7.216,7.863,6.69,7.835,0,0
QTUM.V,D,20200727,000000,2.363,2.369,2.206,2.252,0,0
RCN.V,D,20200727,000000,0.05854,0.06051,0.04727,0.04977,0,0
RDD.V,D,20200727,000000,0.001187,0.001334,0.00111,0.001188,0,0
REN.V,D,20200727,000000,0.1497,0.157,0.1339,0.1436,0,0
REP.V,D,20200727,000000,22.65,23.54,19.45,19.8,0,0
RIF.V,D,20200727,000000,0.0889,0.09262,0.0844,0.08897,0,0
RLC.V,D,20200727,000000,1.217,1.233,0.9534,1.004,0,0
RSR.V,D,20200727,000000,0.00979,0.009925,0.007745,0.008206,0,0
RVN.V,D,20200727,000000,0.02037,0.02075,0.01853,0.01922,0,0
SC.V,D,20200727,000000,0.003165,0.003222,0.002795,0.002915,0,0
SEELE.V,D,20200727,000000,0.006824,0.006929,0.006555,0.006586,0,0
SERO.V,D,20200727,000000,0.1849,0.1874,0.1733,0.1752,0,0
SNT.V,D,20200727,000000,0.02957,0.02977,0.02567,0.02591,0,0
SNX.V,D,20200727,000000,3.076,3.227,2.696,2.825,0,0
SOLVE.V,D,20200727,000000,0.1279,0.1314,0.1166,0.1194,0,0
10ATY.B,D,20200727,000000,-0.268,-0.252,-0.303,-0.296,0,0
10AUY.B,D,20200727,000000,0.894,0.913,0.892,0.896,0,0
10BEY.B,D,20200727,000000,-0.181,-0.164,-0.209,-0.207,0,0
10CAY.B,D,20200727,000000,0.49,0.501,0.488,0.498,0,0
10CHY.B,D,20200727,000000,-0.508,-0.507,-0.53,-0.529,0,0
10CNY.B,D,20200727,000000,2.895,2.912,2.888,2.912,0,0
10CZY.B,D,20200727,000000,0.806,0.833,0.806,0.833,0,0
10DEY.B,D,20200727,000000,-0.46,-0.447,-0.495,-0.493,0,0
10DKY.B,D,20200727,000000,-0.342,-0.329,-0.373,-0.37,0,0
10ESY.B,D,20200727,000000,0.337,0.376,0.336,0.336,0,0
10FIY.B,D,20200727,000000,-0.294,-0.282,-0.327,-0.324,0,0
10FRY.B,D,20200727,000000,-0.16,-0.147,-0.193,-0.191,0,0
10GRY.B,D,20200727,000000,1.062,1.076,1.051,1.071,0,0
10HUY.B,D,20200727,000000,2.055,2.055,2.055,2.055,0,0
10IDY.B,D,20200727,000000,6.957,6.965,6.949,6.96,0,0
10INY.B,D,20200727,000000,5.835,5.86,5.813,5.859,0,0
10ITY.B,D,20200727,000000,1.059,1.087,1.043,1.044,0,0
10JPY.B,D,20200727,000000,0.009,0.018,0.009,0.015,0,0
10KRY.B,D,20200727,000000,1.308,1.317,1.291,1.306,0,0
10MYY.B,D,20200727,000000,2.688,2.694,2.688,2.692,0,0
10NLY.B,D,20200727,000000,-0.338,-0.324,-0.373,-0.37,0,0
10PLY.B,D,20200727,000000,1.355,1.356,1.342,1.353,0,0
10PTY.B,D,20200727,000000,0.333,0.377,0.333,0.346,0,0
10ROY.B,D,20200727,000000,3.86,3.875,3.82,3.86,0,0
10RUY.B,D,20200727,000000,5.745,5.825,5.745,5.815,0,0
10SEY.B,D,20200727,000000,-0.058,-0.054,-0.08,-0.076,0,0
10SGY.B,D,20200727,000000,0.804,0.828,0.804,0.811,0,0
10TRY.B,D,20200727,000000,11.96,12.27,11.96,12.235,0,0
10UKY.B,D,20200727,000000,0.137,0.142,0.106,0.108,0,0
10USY.B,D,20200727,000000,0.579,0.59,0.571,0.589,0,0
2USY.B,D,20200727,000000,0.145,0.155,0.141,0.155,0,0
30USY.B,D,20200727,000000,1.222,1.232,1.208,1.225,0,0
CNOCNY1M,D,20200727,000000,2.258,2.258,2.258,2.258,0,0
CNOCNY1W,D,20200727,000000,2.202,2.202,2.202,2.202,0,0
CNOCNY1Y,D,20200727,000000,2.804,2.804,2.804,2.804,0,0
CNOCNY2W,D,20200727,000000,2.289,2.289,2.289,2.289,0,0
CNOCNY3M,D,20200727,000000,2.574,2.574,2.574,2.574,0,0
CNOCNY6M,D,20200727,000000,2.69,2.69,2.69,2.69,0,0
CNOCNY9M,D,20200727,000000,2.738,2.738,2.738,2.738,0,0
CNOCNYON,D,20200727,000000,1.994,1.994,1.994,1.994,0,0
EUOEUR1M,D,20200724,000000,-0.513,-0.513,-0.513,-0.513,0,0
EUOEUR1W,D,20200724,000000,-0.521,-0.521,-0.521,-0.521,0,0
EUOEUR1Y,D,20200724,000000,-0.292,-0.292,-0.292,-0.292,0,0
EUOEUR3M,D,20200724,000000,-0.448,-0.448,-0.448,-0.448,0,0
EUOEUR6M,D,20200724,000000,-0.373,-0.373,-0.373,-0.373,0,0
HKOHKD1M,D,20200727,000000,0.25393,0.25393,0.25393,0.25393,0,0
HKOHKD1W,D,20200727,000000,0.11482,0.11482,0.11482,0.11482,0,0
HKOHKD1Y,D,20200727,000000,0.96911,0.96911,0.96911,0.96911,0,0
HKOHKD2M,D,20200727,000000,0.35661,0.35661,0.35661,0.35661,0,0
HKOHKD2W,D,20200727,000000,0.16554,0.16554,0.16554,0.16554,0,0
HKOHKD3M,D,20200727,000000,0.45732,0.45732,0.45732,0.45732,0,0
HKOHKD6M,D,20200727,000000,0.65804,0.65804,0.65804,0.65804,0,0
HKOHKDON,D,20200727,000000,0.04435,0.04435,0.04435,0.04435,0,0
HUOHUF1M,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF1W,D,20200727,000000,0.61,0.61,0.61,0.61,0,0
HUOHUF1Y,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF2M,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF2W,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF3M,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF6M,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUF9M,D,20200727,000000,0.6,0.6,0.6,0.6,0,0
HUOHUFON,D,20200727,000000,0.55,0.55,0.55,0.55,0,0
PLBPLN1M,D,20200724,000000,0.03,0.03,0.03,0.03,0,0
PLBPLN1W,D,20200724,000000,-0.04,-0.04,-0.04,-0.04,0,0
PLBPLN1Y,D,20200724,000000,0.09,0.09,0.09,0.09,0,0
PLBPLN2W,D,20200724,000000,-0.02,-0.02,-0.02,-0.02,0,0
PLBPLN3M,D,20200724,000000,0.05,0.05,0.05,0.05,0,0
PLBPLN6M,D,20200724,000000,0.08,0.08,0.08,0.08,0,0
PLBPLNON,D,20200724,000000,-0.06,-0.06,-0.06,-0.06,0,0
PLBPLNTN,D,20200724,000000,-0.06,-0.06,-0.06,-0.06,0,0
PLOPLN1M,D,20200724,000000,0.23,0.23,0.23,0.23,0,0
PLOPLN1W,D,20200724,000000,0.12,0.12,0.12,0.12,0,0
PLOPLN1Y,D,20200724,000000,0.29,0.29,0.29,0.29,0,0
PLOPLN2W,D,20200724,000000,0.18,0.18,0.18,0.18,0,0
PLOPLN3M,D,20200724,000000,0.25,0.25,0.25,0.25,0,0
PLOPLN6M,D,20200724,000000,0.28,0.28,0.28,0.28,0,0
PLOPLNON,D,20200724,000000,0.1,0.1,0.1,0.1,0,0
PLOPLNTN,D,20200724,000000,0.1,0.1,0.1,0.1,0,0
UKOCHF1M,D,20200720,000000,-0.776,-0.776,-0.776,-0.776,0,0
UKOCHF1W,D,20200720,000000,-0.8198,-0.8198,-0.8198,-0.8198,0,0
UKOCHF1Y,D,20200720,000000,-0.5216,-0.5216,-0.5216,-0.5216,0,0
UKOCHF2M,D,20200720,000000,-0.7284,-0.7284,-0.7284,-0.7284,0,0
UKOCHF3M,D,20200720,000000,-0.694,-0.694,-0.694,-0.694,0,0
UKOCHF6M,D,20200720,000000,-0.6508,-0.6508,-0.6508,-0.6508,0,0
UKOCHFON,D,20200720,000000,-0.801,-0.801,-0.801,-0.801,0,0
UKOEUR1M,D,20200720,000000,-0.503,-0.503,-0.503,-0.503,0,0
UKOEUR1W,D,20200720,000000,-0.54414,-0.54414,-0.54414,-0.54414,0,0
UKOEUR1Y,D,20200720,000000,-0.29057,-0.29057,-0.29057,-0.29057,0,0
UKOEUR2M,D,20200720,000000,-0.44957,-0.44957,-0.44957,-0.44957,0,0
UKOEUR3M,D,20200720,000000,-0.44114,-0.44114,-0.44114,-0.44114,0,0
UKOEUR6M,D,20200720,000000,-0.39929,-0.39929,-0.39929,-0.39929,0,0
UKOEURON,D,20200720,000000,-0.584,-0.584,-0.584,-0.584,0,0
UKOGBP1M,D,20200720,000000,0.065,0.065,0.065,0.065,0,0
UKOGBP1W,D,20200720,000000,0.06125,0.06125,0.06125,0.06125,0,0
UKOGBP1Y,D,20200720,000000,0.3245,0.3245,0.3245,0.3245,0,0
UKOGBP2M,D,20200720,000000,0.09038,0.09038,0.09038,0.09038,0,0
UKOGBP3M,D,20200720,000000,0.076,0.076,0.076,0.076,0,0
UKOGBP6M,D,20200720,000000,0.18388,0.18388,0.18388,0.18388,0,0
UKOGBPON,D,20200720,000000,0.053,0.053,0.053,0.053,0,0
UKOJPY1M,D,20200720,000000,-0.06883,-0.06883,-0.06883,-0.06883,0,0
UKOJPY1W,D,20200720,000000,-0.08083,-0.08083,-0.08083,-0.08083,0,0
UKOJPY1Y,D,20200720,000000,0.10317,0.10317,0.10317,0.10317,0,0
UKOJPY2M,D,20200720,000000,-0.04583,-0.04583,-0.04583,-0.04583,0,0
UKOJPY3M,D,20200720,000000,-0.044,-0.044,-0.044,-0.044,0,0
UKOJPY6M,D,20200720,000000,-0.0275,-0.0275,-0.0275,-0.0275,0,0
UKOJPYON,D,20200720,000000,-0.08633,-0.08633,-0.08633,-0.08633,0,0
UKOUSD1M,D,20200720,000000,0.17563,0.17563,0.17563,0.17563,0,0
UKOUSD1W,D,20200720,000000,0.11275,0.11275,0.11275,0.11275,0,0
UKOUSD1Y,D,20200720,000000,0.4685,0.4685,0.4685,0.4685,0,0
UKOUSD2M,D,20200720,000000,0.215,0.215,0.215,0.215,0,0
UKOUSD3M,D,20200720,000000,0.25775,0.25775,0.25775,0.25775,0,0
UKOUSD6M,D,20200720,000000,0.34275,0.34275,0.34275,0.34275,0,0
UKOUSDON,D,20200720,000000,0.0855,0.0855,0.0855,0.0855,0,0
A6.F,D,20200727,000000,0.7099,0.7151,0.7089,0.7136,0,0
B6.F,D,20200727,000000,1.2796,1.2905,1.2788,1.2876,0,0
CB.F,D,20200727,000000,43.56,44.2,42.94,43.77,0,0
CC.F,D,20200727,000000,2230,2300.5,2229,2287.5,0,0
CL.F,D,20200727,000000,41.34,41.73,40.49,41.4,0,0
CLCHF.F,D,20200727,000000,38.09,38.47,37.26,38.11,0,0
CLEUR.F,D,20200727,000000,35.49,35.53,34.43,35.23,0,0
CLPLN.F,D,20200727,000000,156.49,156.62,151.29,154.74,0,0
CT.F,D,20200727,000000,59.84,61.94,59.77,61.4,0,0
D6.F,D,20200727,000000,0.7455,0.7482,0.7447,0.7477,0,0
DX.F,D,20200727,000000,94.312,94.312,93.433,93.623,0,0
DY.F,D,20200727,000000,12823.8,12899.3,12746.8,12861.5,0,0
E6.F,D,20200727,000000,1.166,1.1792,1.1655,1.1764,0,0
ES.F,D,20200727,000000,3210.62,3229.12,3192.62,3224.12,0,0
FBUX.F,D,20200727,000000,35100,35160,34950,35010,604,35028
FHSI.F,D,20200727,000000,24886.5,24943,24515.5,24698,0,0
FSMI.F,D,20200727,000000,10181.5,10282.5,10154,10272.5,0,0
FX.F,D,20200727,000000,3302,3317,3286,3298,0,0
GC.F,D,20200727,000000,1900.05,1941.35,1899.2,1930.55,0,0
GCCHF.F,D,20200727,000000,1750.86,1787.98,1749.96,1776.97,0,0
GCEUR.F,D,20200727,000000,1631.38,1657.1,1630.48,1642.88,0,0
GCPLN.F,D,20200727,000000,7192.73,7298.28,7188.38,7215.91,0,0
GG.F,D,20200727,000000,176.02,176.87,175.97,176.74,0,0
HG.F,D,20200727,000000,289.52,291.98,288.22,289.52,0,0
HGCHF.F,D,20200727,000000,266.79,267.81,265.34,266.48,0,0
HGEUR.F,D,20200727,000000,248.58,249.21,245.6,246.38,0,0
HGPLN.F,D,20200727,000000,1095.99,1097.04,1079.48,1082.16,0,0
HO.F,D,20200727,000000,1.2641,1.2692,1.2408,1.2618,0,0
HR.F,D,20200727,000000,134.66,134.93,134.6,134.88,0,0
J6.F,D,20200727,000000,0.9436,0.9518,0.9435,0.9503,0,0
JGB.F,D,20200727,000000,152.4,152.4,152.32,152.33,0,0
KC.F,D,20200727,000000,107.78,110.72,107.45,110.53,0,0
LF.F,D,20200727,000000,375.13,378.63,369.88,375.38,0,0
MX.F,D,20200727,000000,4960,4964.5,4920.5,4933.5,0,0
NG.F,D,20200727,000000,1.846,1.86,1.768,1.796,0,0
NQ.F,D,20200727,000000,10495.25,10633.75,10402.25,10601,0,0
NY.F,D,20200727,000000,22380,22722.5,22325,22668,0,0
OJ.F,D,20200727,000000,125.6,125.6,121.45,121.85,0,0
PA.F,D,20200727,000000,2290.7,2413.95,2288,2369.35,0,0
PL.F,D,20200727,000000,956.3,986.7,955.9,967.3,0,0
RJ.F,D,20200727,000000,1466,1477.2,1456.4,1472.1,0,0
S6.F,D,20200727,000000,1.0871,1.0923,1.085,1.088,0,0
SB.F,D,20200727,000000,11.54,12.18,11.54,12.18,0,0
SI.F,D,20200727,000000,2302.5,2479.5,2300,2446.8,0,0
SICHF.F,D,20200727,000000,2121.71,2282.38,2119.31,2252.15,0,0
SIEUR.F,D,20200727,000000,1976.92,2114.64,1974.44,2082.21,0,0
SIPLN.F,D,20200727,000000,8716.23,9307.3,8704.35,9145.53,0,0
X.F,D,20200727,000000,6086.3,6109.7,6049.7,6078.8,0,0
YM.F,D,20200727,000000,26348,26521.5,26235,26436.5,0,0
ZB.F,D,20200727,000000,181.05,181.64,180.98,181.08,0,0
ZC.F,D,20200727,000000,324.62,327.5,323.38,324.5,0,0
ZF.F,D,20200727,000000,125.8,125.88,125.76,125.76,0,0
ZL.F,D,20200727,000000,29.68,29.95,29.36,29.5,0,0
ZN.F,D,20200727,000000,139.57,139.74,139.54,139.54,0,0
ZS.F,D,20200727,000000,904.25,909.38,901.62,906.88,0,0
ZW.F,D,20200727,000000,538,538.38,528.12,528.38,0,0
AUDCAD,D,20200727,000000,0.95234,0.95809,0.95144,0.95415,0,0
AUDCHF,D,20200727,000000,0.654,0.6588,0.65296,0.65667,0,0
AUDEUR,D,20200727,000000,0.60942,0.61009,0.60613,0.60713,0,0
AUDGBP,D,20200727,000000,0.55483,0.55709,0.55342,0.55421,0,0
AUDJPY,D,20200727,000000,75.2526,75.4241,75.0116,75.1159,0,0
AUDPLN,D,20200727,000000,2.68665,2.68873,2.66261,2.6667,0,0
AUDUSD,D,20200727,000000,0.70962,0.71501,0.70873,0.7134,0,0
CADAUD,D,20200727,000000,1.05013,1.05104,1.04374,1.04802,0,0
CADCHF,D,20200727,000000,0.68672,0.68979,0.68468,0.68822,0,0
CADEUR,D,20200727,000000,0.63996,0.64005,0.63394,0.63627,0,0
CADGBP,D,20200727,000000,0.58265,0.58286,0.57924,0.58082,0,0
CADJPY,D,20200727,000000,79.0185,79.1294,78.4564,78.7255,0,0
CADPLN,D,20200727,000000,2.82132,2.82172,2.78493,2.79484,0,0
CADUSD,D,20200727,000000,0.74536,0.74813,0.74456,0.74769,0,0
CHFAUD,D,20200727,000000,1.52937,1.53148,1.5179,1.52282,0,0
CHFCAD,D,20200727,000000,1.45637,1.46054,1.44971,1.45305,0,0
CHFEUR,D,20200727,000000,0.93179,0.93214,0.92268,0.92456,0,0
CHFGBP,D,20200727,000000,0.84821,0.85073,0.84192,0.84394,0,0
CHFJPY,D,20200727,000000,115.066,115.282,114.125,114.389,0,0
